dbname,n,d,k,range,sigma_ratio,Measure,n_init,n_iter,iter,Purity,NMI,ARI,AMI,Homogeneity,Silhouette,Accuracy,Precision,Recall,Time,LSH_time,Time_lsh,n_group,Scoringtime
Dpname,151,2,3,-1,-1,None,5,100,2,0.39072847682119205,0.0994224867884018,0.04970465632462536,0.08595411150510054,0.1199709500111085,0.9148533585619678,0.5072847682119205,0.3523505976095618,0.3523505976095618,0.012371580000000026,0.0016937999999999676,0.0016937999999999676,2,0.0045424000000000575|0.0019081000000000792|0.0006753999999999927|0.001994400000000063|0.0010806999999997124|0.02928759999999997|0.005396699999999921|
Dpname,151,2,3,-1,-1,Overlap,5,100,2,0.39072847682119205,0.0994224867884018,0.04970465632462536,0.08595411150510054,0.1199709500111085,0.9148533585619678,0.5072847682119205,0.3523505976095618,0.3523505976095618,0.010937839999999976,0.002372300000000216,0.002372300000000216,2,0.0040784000000000376|0.002067499999999889|0.0006745000000001333|0.002141400000000182|0.0023196000000003103|0.03366310000000006|0.0054210999999999565|
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.39072847682119205,0.0994224867884018,0.04970465632462536,0.08595411150510054,0.1199709500111085,0.9148533585619678,0.5072847682119205,0.3523505976095618,0.3523505976095618,0.010894640000000066,0.0015925000000001077,0.0015925000000001077,2,0.005770300000000006|0.002176399999999745|0.0007296000000001079|0.0022084999999996136|0.001197399999999682|0.03048610000000007|0.005531299999999906|
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.39072847682119205,0.0994224867884018,0.04970465632462536,0.08595411150510054,0.1199709500111085,0.9148533585619678,0.5072847682119205,0.3523505976095618,0.3523505976095618,0.00997100000000004,0.002056100000000116,0.002056100000000116,2,0.0045087999999999795|0.002159200000000361|0.0007961000000000773|0.00236119999999973|0.0012885000000002478|0.03412470000000001|0.006538100000000213|
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.39072847682119205,0.0994224867884018,0.04970465632462536,0.08595411150510054,0.1199709500111085,0.9148533585619678,0.5072847682119205,0.3523505976095618,0.3523505976095618,0.011058940000000027,0.001685099999999995,0.001685099999999995,2,0.004348300000000194|0.001960099999999798|0.0006527999999996759|0.0019631000000002174|0.0010750999999999955|0.02971950000000012|0.006146399999999996|
Dpname,625,4,3,-1,-1,DILCA,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.03580451999999994,0.00690729999999995,0.00690729999999995,2,0.015820499999999793|0.0021485000000001087|0.0011231999999998799|0.0027810000000001445|0.0012175000000000935|0.6701511|0.01444219999999996|
Dpname,625,4,3,-1,-1,Overlap,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.036063000000000046,0.005577799999999744,0.005577799999999744,2,0.016179200000000282|0.0038659000000000887|0.0008077000000001888|0.002361100000000338|0.0011641000000000012|0.6361132999999999|0.015690300000000157|
Dpname,625,4,3,-1,-1,IOF,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.053621300000000004,0.028106900000000046,0.028106900000000046,2,0.020402199999999926|0.00558639999999988|0.0016348999999999947|0.0031886999999999333|0.0030970000000003495|1.842749|0.042764200000000585|
Dpname,625,4,3,-1,-1,Goodall1,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.051115699999999986,0.026811000000000362,0.026811000000000362,2,0.026853000000000016|0.0037039999999999296|0.0009657999999999056|0.00266730000000015|0.0012064000000000519|0.6680624000000002|0.015654700000000243|
Dpname,625,4,3,-1,-1,Overlap,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.03609278000000007,0.00589240000000002,0.00589240000000002,2,0.018557300000000332|0.002032800000000279|0.0007481999999998656|0.002360899999999777|0.0012332000000001564|0.6790081000000003|0.016327200000000097|
Dpname,625,4,3,-1,-1,New_Lin,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.057901239999999986,0.03794889999999995,0.03794889999999995,2,0.016259199999999918|0.002122400000000191|0.0007597999999999772|0.002379800000000376|0.001890700000000134|0.6730325000000001|0.01572079999999998|
Dpname,625,4,3,-1,-1,Eskin,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.04739844,0.02959669999999992,0.02959669999999992,2,0.01866140000000005|0.0023354000000002095|0.0009092000000001654|0.0027479999999999727|0.0014458000000003857|0.9833150000000002|0.03169379999999977|
Dpname,101,17,7,-1,-1,DILCA,5,100,6,0.7227722772277227,0.827343015567834,0.6789455167177942,0.8046277252659431,0.7825534815671239,0.3710407467776293,0.898019801980198,0.91375,0.91375,0.05028989999999993,0.6902938999999999,0.6902938999999999,2,0.011893800000000176|0.011273599999999995|0.0012801000000006724|0.005464099999999306|0.001976100000000258|0.04964529999999989|0.01332579999999961|
Dpname,101,17,7,-1,-1,DILCA,5,100,6,0.7227722772277227,0.827343015567834,0.6789455167177942,0.8046277252659431,0.7825534815671239,0.3710407467776293,0.898019801980198,0.91375,0.91375,0.04959519999999999,0.6361755000000002,0.6361755000000002,2,0.010452700000000092|0.0018127999999997257|0.0008610000000000007|0.003339800000000004|0.001101899999999656|0.05027030000000021|0.011813500000000143|
Dpname,101,17,7,-1,-1,DILCA,5,100,6,0.7227722772277227,0.827343015567834,0.6789455167177942,0.8046277252659431,0.7825534815671239,0.3710407467776293,0.898019801980198,0.91375,0.91375,0.04850322,0.6711358999999999,0.6711358999999999,2,0.009971800000000197|0.0018184999999997231|0.0006614000000002562|0.0035973000000000255|0.0015317000000001357|0.048339099999999746|0.012116600000000144|
Dpname,101,17,7,-1,-1,DILCA,5,100,6,0.7227722772277227,0.827343015567834,0.6789455167177942,0.8046277252659431,0.7825534815671239,0.3710407467776293,0.898019801980198,0.91375,0.91375,0.053502260000000045,0.6165331000000003,0.6165331000000003,2,0.01184800000000008|0.002072100000000354|0.0006938000000000777|0.0022324000000000233|0.0012556000000003564|0.05358660000000004|0.011831499999999995|
Dpname,101,17,7,-1,-1,DILCA,5,100,6,0.7227722772277227,0.827343015567834,0.6789455167177942,0.8046277252659431,0.7825534815671239,0.3710407467776293,0.898019801980198,0.91375,0.91375,0.05144457999999998,0.6067017999999997,0.6067017999999997,2,0.012375200000000142|0.0022594000000002445|0.0007328000000002|0.0022461000000002507|0.003332400000000124|0.051163300000000245|0.011418399999999718|
Dpname,101,17,7,-1,-1,DILCA,5,100,6,0.7227722772277227,0.827343015567834,0.6789455167177942,0.8046277252659431,0.7825534815671239,0.3710407467776293,0.898019801980198,0.91375,0.91375,0.04873522000000001,0.5937956999999998,0.5937956999999998,2,0.011621799999999904|0.001976599999999884|0.0007093000000000238|0.0026207000000000313|0.0011584000000000039|0.05177770000000015|0.010876899999999967|
Dpname,683,35,19,-1,-1,DILCA,5,100,11,0.5109809663250366,0.7639470546770073,0.44619286249937795,0.7394680447158946,0.7848901726620898,0.3390064160272596,0.898026216922925,0.4345264076822348,0.4345264076822348,2.5862073399999996,0.052729000000001136,0.052729000000001136,2,0.6403447|0.002234200000000186|0.0008425000000009675|0.007617599999999669|0.0015143000000001905|4.2357236|0.32594530000000077|
