"[0.0, 0.08044728173700225, 0.053290097679048645, 0.056710987771337575, 0.06997039031240819, 0.0674703933624075, 0.05261155922994725, 0.042847539397626484]","[0.08044728173700225, 0.0, 0.05845784551121764, 0.0798737214262913, 0.08744221001655111, 0.08833003626644832, 0.07860799512612336, 0.07256588239818013]","[0.053290097679048645, 0.05845784551121764, 0.0, 0.04704278121513126, 0.06429342605411519, 0.06418093577408991, 0.05580283151499115, 0.042946357247431954]","[0.056710987771337575, 0.0798737214262913, 0.04704278121513126, 0.0, 0.05921844459741918, 0.07234636340857266, 0.06365061811126303, 0.0495501346832462]","[0.06997039031240819, 0.08744221001655111, 0.06429342605411519, 0.05921844459741918, 0.0, 0.07665746184409919, 0.07411043809414807, 0.06688961525516253]","[0.0674703933624075, 0.08833003626644832, 0.06418093577408991, 0.07234636340857266, 0.07665746184409919, 0.0, 0.06767538985012533, 0.061348067357234616]","[0.05261155922994725, 0.07860799512612336, 0.05580283151499115, 0.06365061811126303, 0.07411043809414807, 0.06767538985012533, 0.0, 0.04589009571355975]","[0.042847539397626484, 0.07256588239818013, 0.042946357247431954, 0.0495501346832462, 0.06688961525516253, 0.061348067357234616, 0.04589009571355975, 0.0]"
"[0.0, 0.05178859998791607, 0.06961771374543989, 0.0608392396067735, 0.059784890974434346, 0.06662867408179403, 0.08252233010510908, 0.046612033217403634]","[0.05178859998791607, 0.0, 0.05622930775797766, 0.040330440025013965, 0.059658961962186, 0.07603239875561733, 0.08613862607244087, 0.0341306747931755]","[0.06961771374543989, 0.05622930775797766, 0.0, 0.06373954840283108, 0.06947331155979104, 0.07942092283449703, 0.0836980007222827, 0.06206304603085731]","[0.0608392396067735, 0.040330440025013965, 0.06373954840283108, 0.0, 0.05138600078323894, 0.07301888111175119, 0.08414730329980671, 0.046053173775766204]","[0.059784890974434346, 0.059658961962186, 0.06947331155979104, 0.05138600078323894, 0.0, 0.06153449984060683, 0.08153415202557435, 0.04952305528215247]","[0.06662867408179403, 0.07603239875561733, 0.07942092283449703, 0.07301888111175119, 0.06153449984060683, 0.0, 0.07767578381128486, 0.06590105691461172]","[0.08252233010510908, 0.08613862607244087, 0.0836980007222827, 0.08414730329980671, 0.08153415202557435, 0.07767578381128486, 0.0, 0.07342708444055626]","[0.046612033217403634, 0.0341306747931755, 0.06206304603085731, 0.046053173775766204, 0.04952305528215247, 0.06590105691461172, 0.07342708444055626, 0.0]"
"[0.0, 0.05556238970893808, 0.09173109271597267, 0.059923565656335345, 0.06964007566170494, 0.07699383255258795, 0.07446992179461366, 0.058377380951369295]","[0.05556238970893808, 0.0, 0.07925939679530043, 0.027561005609238617, 0.057777805759696155, 0.06634527562459892, 0.05669068806123982, 0.04003214273249075]","[0.09173109271597267, 0.07925939679530043, 0.0, 0.08354120455947388, 0.09038170610349448, 0.09593045717876439, 0.08465459866350722, 0.09276397217031553]","[0.059923565656335345, 0.027561005609238617, 0.08354120455947388, 0.0, 0.052935051874878805, 0.0649628148996738, 0.05720774209083178, 0.035559252242201814]","[0.06964007566170494, 0.057777805759696155, 0.09038170610349448, 0.052935051874878805, 0.0, 0.060366852917370414, 0.06316167631385708, 0.06083538655191926]","[0.07699383255258795, 0.06634527562459892, 0.09593045717876439, 0.0649628148996738, 0.060366852917370414, 0.0, 0.06274737315597015, 0.06719866812842316]","[0.07446992179461366, 0.05669068806123982, 0.08465459866350722, 0.05720774209083178, 0.06316167631385708, 0.06274737315597015, 0.0, 0.055823556560272734]","[0.058377380951369295, 0.04003214273249075, 0.09276397217031553, 0.035559252242201814, 0.06083538655191926, 0.06719866812842316, 0.055823556560272734, 0.0]"
"[0.0, 0.09104642568252828, 0.05129402225367276, 0.03776416566155007, 0.06129974296706131, 0.0621320564614643, 0.04675751786609496, 0.04076244279710993]","[0.09104642568252828, 0.0, 0.08667008400290636, 0.09564280075367138, 0.09345993370431507, 0.09889434463416243, 0.09884400864981618, 0.09972274908204633]","[0.05129402225367276, 0.08667008400290636, 0.0, 0.04884333150919591, 0.05927884255180586, 0.0635328018511976, 0.061191913918953816, 0.061896986614782004]","[0.03776416566155007, 0.09564280075367138, 0.04884333150919591, 0.0, 0.05697729255456354, 0.058884900841614886, 0.047610574922182125, 0.04808657835851901]","[0.06129974296706131, 0.09345993370431507, 0.05927884255180586, 0.05697729255456354, 0.0, 0.05993137665312348, 0.05900826950410379, 0.06664478442434249]","[0.0621320564614643, 0.09889434463416243, 0.0635328018511976, 0.058884900841614886, 0.05993137665312348, 0.0, 0.055065597561687656, 0.06871462594727684]","[0.04675751786609496, 0.09884400864981618, 0.061191913918953816, 0.047610574922182125, 0.05900826950410379, 0.055065597561687656, 0.0, 0.054013636100977876]","[0.04076244279710993, 0.09972274908204633, 0.061896986614782004, 0.04808657835851901, 0.06664478442434249, 0.06871462594727684, 0.054013636100977876, 0.0]"
"[0.0, 0.062330509143684036, 0.04934509186192215, 0.043407734415179484, 0.059782485030128264, 0.07872909275069771, 0.059312776503204045, 0.04615549142237772]","[0.062330509143684036, 0.0, 0.0598263588522997, 0.0698464059006001, 0.07665587317626264, 0.08671359157244878, 0.06175402140872476, 0.06016125499970844]","[0.04934509186192215, 0.0598263588522997, 0.0, 0.0401340371083349, 0.05624285996235094, 0.06813671679978013, 0.05797788553538968, 0.05005549332133475]","[0.043407734415179484, 0.0698464059006001, 0.0401340371083349, 0.0, 0.04402128409108253, 0.070035905211761, 0.05790713378034602, 0.05239729477587366]","[0.059782485030128264, 0.07665587317626264, 0.05624285996235094, 0.04402128409108253, 0.0, 0.06741234965395707, 0.06504098008182656, 0.05865726250045792]","[0.07872909275069771, 0.08671359157244878, 0.06813671679978013, 0.070035905211761, 0.06741234965395707, 0.0, 0.0680376277534259, 0.0695969799180453]","[0.059312776503204045, 0.06175402140872476, 0.05797788553538968, 0.05790713378034602, 0.06504098008182656, 0.0680376277534259, 0.0, 0.04841397462569179]","[0.04615549142237772, 0.06016125499970844, 0.05005549332133475, 0.05239729477587366, 0.05865726250045792, 0.0695969799180453, 0.04841397462569179, 0.0]"
"[0.0, 0.043751505121293915, 0.08594484065400872, 0.05868537840881533, 0.06546454283228091, 0.060309850064514156, 0.04718044315852167, 0.05902466172388503]","[0.043751505121293915, 0.0, 0.09370181749298262, 0.06345105879254136, 0.063709549444025, 0.05095280493747403, 0.0272493976852971, 0.05763432144992291]","[0.08594484065400872, 0.09370181749298262, 0.0, 0.09141281211670221, 0.09421836954694816, 0.09349301841846036, 0.09347103578202938, 0.09437417478944647]","[0.05868537840881533, 0.06345105879254136, 0.09141281211670221, 0.0, 0.061347604659857606, 0.06669726329632386, 0.06089704291583097, 0.06590975547758114]","[0.06546454283228091, 0.063709549444025, 0.09421836954694816, 0.061347604659857606, 0.0, 0.057911298935200514, 0.059860894226830746, 0.06338826171081968]","[0.060309850064514156, 0.05095280493747403, 0.09349301841846036, 0.06669726329632386, 0.057911298935200514, 0.0, 0.04666471174876845, 0.060390650529871207]","[0.04718044315852167, 0.0272493976852971, 0.09347103578202938, 0.06089704291583097, 0.059860894226830746, 0.04666471174876845, 0.0, 0.048532634129976174]","[0.05902466172388503, 0.05763432144992291, 0.09437417478944647, 0.06590975547758114, 0.06338826171081968, 0.060390650529871207, 0.048532634129976174, 0.0]"
"[0.0, 0.08050692445093581, 0.05156112299492907, 0.04541259897762737, 0.07376998717497504, 0.04703404297278698, 0.05628201604878685, 0.047923779391877454]","[0.08050692445093581, 0.0, 0.07424344882245254, 0.0766618924848003, 0.08703510701194901, 0.08235206396885107, 0.0807609437056031, 0.08428114780273878]","[0.05156112299492907, 0.07424344882245254, 0.0, 0.04968816693908083, 0.07814235504673227, 0.0619215122168883, 0.04962162318738633, 0.05574125294440715]","[0.04541259897762737, 0.0766618924848003, 0.04968816693908083, 0.0, 0.05808726960620448, 0.04861069071909502, 0.047700271382937066, 0.05917854530525212]","[0.07376998717497504, 0.08703510701194901, 0.07814235504673227, 0.05808726960620448, 0.0, 0.05724821903942467, 0.05886911883281758, 0.07530880385127366]","[0.04703404297278698, 0.08235206396885107, 0.0619215122168883, 0.04861069071909502, 0.05724821903942467, 0.0, 0.04660379525727642, 0.05791275053529965]","[0.05628201604878685, 0.0807609437056031, 0.04962162318738633, 0.047700271382937066, 0.05886911883281758, 0.04660379525727642, 0.0, 0.057606967885108565]","[0.047923779391877454, 0.08428114780273878, 0.05574125294440715, 0.05917854530525212, 0.07530880385127366, 0.05791275053529965, 0.057606967885108565, 0.0]"
"[0.0, 0.03477512844256308, 0.06630492053127603, 0.08378443052485794, 0.09641939280169118, 0.03275965848577498, 0.009725464809160363, 0.05925795869149787]","[0.03477512844256308, 0.0, 0.057898059152902505, 0.07807500359668068, 0.09262883103167238, 0.04690899151966963, 0.040568675378530566, 0.07118562107067275]","[0.06630492053127603, 0.057898059152902505, 0.0, 0.08119703285206725, 0.09080561573516407, 0.06155293942963451, 0.06815710797270107, 0.08462426104412935]","[0.08378443052485794, 0.07807500359668068, 0.08119703285206725, 0.0, 0.08925839677599222, 0.07782241667403732, 0.08506025349395652, 0.08915925803864448]","[0.09641939280169118, 0.09262883103167238, 0.09080561573516407, 0.08925839677599222, 0.0, 0.0887191769009477, 0.097920355129477, 0.09116063771723316]","[0.03275965848577498, 0.04690899151966963, 0.06155293942963451, 0.07782241667403732, 0.0887191769009477, 0.0, 0.029739144303561095, 0.06795081024319488]","[0.009725464809160363, 0.040568675378530566, 0.06815710797270107, 0.08506025349395652, 0.097920355129477, 0.029739144303561095, 0.0, 0.06146611076307588]","[0.05925795869149787, 0.07118562107067275, 0.08462426104412935, 0.08915925803864448, 0.09116063771723316, 0.06795081024319488, 0.06146611076307588, 0.0]"
"[0.0, 0.052125171984975543, 0.056521149616280734, 0.05861507515339562, 0.06786821425574743, 0.09716307858594968, 0.06895227704943177, 0.05369334016018422]","[0.052125171984975543, 0.0, 0.05206446912841805, 0.051387407721977266, 0.06832000437088169, 0.09635923367983551, 0.06208457248262093, 0.04958537412209511]","[0.056521149616280734, 0.05206446912841805, 0.0, 0.03127385304488375, 0.06356491391727949, 0.09124183017437211, 0.04962611068297316, 0.042981604564199784]","[0.05861507515339562, 0.051387407721977266, 0.03127385304488375, 0.0, 0.05253987767194751, 0.09581786582536007, 0.049064172723135485, 0.04124024154417053]","[0.06786821425574743, 0.06832000437088169, 0.06356491391727949, 0.05253987767194751, 0.0, 0.08406028012718027, 0.07029825986669395, 0.06515422074248867]","[0.09716307858594968, 0.09635923367983551, 0.09124183017437211, 0.09581786582536007, 0.08406028012718027, 0.0, 0.0849457815236755, 0.09315586631913268]","[0.06895227704943177, 0.06208457248262093, 0.04962611068297316, 0.049064172723135485, 0.07029825986669395, 0.0849457815236755, 0.0, 0.04645942888371322]","[0.05369334016018422, 0.04958537412209511, 0.042981604564199784, 0.04124024154417053, 0.06515422074248867, 0.09315586631913268, 0.04645942888371322, 0.0]"
"[0.0, 0.04174408049281712, 0.04640923178890971, 0.06177483047164021, 0.06336032934725502, 0.05401635870300559, 0.059609917015114526, 0.04903006094264536]","[0.04174408049281712, 0.0, 0.04477854595169814, 0.06578088019938748, 0.06745359725190642, 0.05038169277421677, 0.0656411422538132, 0.056951953106775186]","[0.04640923178890971, 0.04477854595169814, 0.0, 0.05369913231558557, 0.05127047058176994, 0.049968658686859735, 0.06319123541975522, 0.05322122482456735]","[0.06177483047164021, 0.06578088019938748, 0.05369913231558557, 0.0, 0.05665339917883489, 0.06142718989061918, 0.07196026121514683, 0.07098211009875328]","[0.06336032934725502, 0.06745359725190642, 0.05127047058176994, 0.05665339917883489, 0.0, 0.05927348103663896, 0.06518705467987458, 0.06601169490802654]","[0.05401635870300559, 0.05038169277421677, 0.049968658686859735, 0.06142718989061918, 0.05927348103663896, 0.0, 0.05144300551461663, 0.04936486716717403]","[0.059609917015114526, 0.0656411422538132, 0.06319123541975522, 0.07196026121514683, 0.06518705467987458, 0.05144300551461663, 0.0, 0.045094587890969824]","[0.04903006094264536, 0.056951953106775186, 0.05322122482456735, 0.07098211009875328, 0.06601169490802654, 0.04936486716717403, 0.045094587890969824, 0.0]"
"[0.0, 0.046742913771073945, 0.03499318236457662, 0.06783490103354, 0.055392052897143905, 0.05996855996408777, 0.03309390857894347, 0.09557401437055356]","[0.046742913771073945, 0.0, 0.042938640362890385, 0.07386839888655351, 0.06569319361249375, 0.0666227251330701, 0.04797543682428763, 0.10112866140525349]","[0.03499318236457662, 0.042938640362890385, 0.0, 0.05575217494377412, 0.06003847651717772, 0.061811279201930705, 0.04172319999572444, 0.1029889679996898]","[0.06783490103354, 0.07386839888655351, 0.05575217494377412, 0.0, 0.07583433723799209, 0.08019231188421651, 0.05983227295840213, 0.10797572095017985]","[0.055392052897143905, 0.06569319361249375, 0.06003847651717772, 0.07583433723799209, 0.0, 0.06109579305989712, 0.052705783929899226, 0.09703804968912669]","[0.05996855996408777, 0.0666227251330701, 0.061811279201930705, 0.08019231188421651, 0.06109579305989712, 0.0, 0.05116042150904767, 0.0927761438005395]","[0.03309390857894347, 0.04797543682428763, 0.04172319999572444, 0.05983227295840213, 0.052705783929899226, 0.05116042150904767, 0.0, 0.08845176641423302]","[0.09557401437055356, 0.10112866140525349, 0.1029889679996898, 0.10797572095017985, 0.09703804968912669, 0.0927761438005395, 0.08845176641423302, 0.0]"
"[0.0, 0.0556841202497351, 0.09057507910986676, 0.05735990644705367, 0.08376214432402955, 0.03749333892839201, 0.03976797596993437, 0.04867882345565167]","[0.0556841202497351, 0.0, 0.08035474650904005, 0.0528802207692096, 0.08028871726264754, 0.06380907214558273, 0.06316821049013614, 0.06368194684855967]","[0.09057507910986676, 0.08035474650904005, 0.0, 0.05923729200740912, 0.09145008517866267, 0.08500314665437107, 0.09032621806294659, 0.08645850082265195]","[0.05735990644705367, 0.0528802207692096, 0.05923729200740912, 0.0, 0.07072528591522081, 0.05366965234805346, 0.059371236033007695, 0.0643946679586897]","[0.08376214432402955, 0.08028871726264754, 0.09145008517866267, 0.07072528591522081, 0.0, 0.07220154843208845, 0.08470034558977929, 0.09201013423006804]","[0.03749333892839201, 0.06380907214558273, 0.08500314665437107, 0.05366965234805346, 0.07220154843208845, 0.0, 0.03787400937687556, 0.05578891805190848]","[0.03976797596993437, 0.06316821049013614, 0.09032621806294659, 0.059371236033007695, 0.08470034558977929, 0.03787400937687556, 0.0, 0.05005314419372855]","[0.04867882345565167, 0.06368194684855967, 0.08645850082265195, 0.0643946679586897, 0.09201013423006804, 0.05578891805190848, 0.05005314419372855, 0.0]"
"[0.0, 0.05564652928815492, 0.06866307754838438, 0.08077012933223315, 0.07745330304194588, 0.07743792314843517, 0.0729670222520319, 0.06683341629705579]","[0.05564652928815492, 0.0, 0.037182516811997954, 0.06402307701159206, 0.06122977750790975, 0.05517041747226393, 0.04664935056619028, 0.04973005310313364]","[0.06866307754838438, 0.037182516811997954, 0.0, 0.05212894912940633, 0.051315722710490244, 0.061100194829138706, 0.04991028378494451, 0.050202978021234676]","[0.08077012933223315, 0.06402307701159206, 0.05212894912940633, 0.0, 0.0576760284940527, 0.06387853300207148, 0.06494485238663607, 0.0654021698964514]","[0.07745330304194588, 0.06122977750790975, 0.051315722710490244, 0.0576760284940527, 0.0, 0.06488149123869076, 0.06322943475767488, 0.060938792084551406]","[0.07743792314843517, 0.05517041747226393, 0.061100194829138706, 0.06387853300207148, 0.06488149123869076, 0.0, 0.05854242155202704, 0.06161663729645208]","[0.0729670222520319, 0.04664935056619028, 0.04991028378494451, 0.06494485238663607, 0.06322943475767488, 0.05854242155202704, 0.0, 0.04065608028058227]","[0.06683341629705579, 0.04973005310313364, 0.050202978021234676, 0.0654021698964514, 0.060938792084551406, 0.06161663729645208, 0.04065608028058227, 0.0]"
"[0.0, 0.050703032934744735, 0.07204746983903419, 0.10977379351818631, 0.05757999515569046, 0.06793207469155842, 0.0576058312357202, 0.04813403523298355]","[0.050703032934744735, 0.0, 0.053972906888799445, 0.10518323683583723, 0.041204188473572385, 0.05112404230311879, 0.04065475690759601, 0.04302983702518358]","[0.07204746983903419, 0.053972906888799445, 0.0, 0.08941316192616641, 0.05526420288089919, 0.05534169214630594, 0.05409812244301617, 0.06221334725672696]","[0.10977379351818631, 0.10518323683583723, 0.08941316192616641, 0.0, 0.09328928667031146, 0.09471049546577907, 0.10707658710441906, 0.10722906299429825]","[0.05757999515569046, 0.041204188473572385, 0.05526420288089919, 0.09328928667031146, 0.0, 0.04278933151298377, 0.03254956193406899, 0.03814015109076727]","[0.06793207469155842, 0.05112404230311879, 0.05534169214630594, 0.09471049546577907, 0.04278933151298377, 0.0, 0.044773268121665113, 0.05874331597452792]","[0.0576058312357202, 0.04065475690759601, 0.05409812244301617, 0.10707658710441906, 0.03254956193406899, 0.044773268121665113, 0.0, 0.035565068371837184]","[0.04813403523298355, 0.04302983702518358, 0.06221334725672696, 0.10722906299429825, 0.03814015109076727, 0.05874331597452792, 0.035565068371837184, 0.0]"
"[0.0, 0.049028368788239775, 0.049410771805267185, 0.05553300299935064, 0.042124463755962765, 0.07680696444384967, 0.07350114161923268, 0.06133004959965636]","[0.049028368788239775, 0.0, 0.04196172499670882, 0.064459422313372, 0.04975375425893411, 0.08332594184531593, 0.08221960287319448, 0.07121992558657038]","[0.049410771805267185, 0.04196172499670882, 0.0, 0.05209170367584621, 0.04694964948834934, 0.07648022400739823, 0.07815032590455245, 0.06988574909432828]","[0.05553300299935064, 0.064459422313372, 0.05209170367584621, 0.0, 0.04055035830451184, 0.06399418164515398, 0.07979151875612962, 0.0744368968734368]","[0.042124463755962765, 0.04975375425893411, 0.04694964948834934, 0.04055035830451184, 0.0, 0.06678289335025399, 0.07897169226802811, 0.0678968156030704]","[0.07680696444384967, 0.08332594184531593, 0.07648022400739823, 0.06399418164515398, 0.06678289335025399, 0.0, 0.07601779622781231, 0.07700611857470109]","[0.07350114161923268, 0.08221960287319448, 0.07815032590455245, 0.07979151875612962, 0.07897169226802811, 0.07601779622781231, 0.0, 0.06606472949266266]","[0.06133004959965636, 0.07121992558657038, 0.06988574909432828, 0.0744368968734368, 0.0678968156030704, 0.07700611857470109, 0.06606472949266266, 0.0]"
"[0.0, 0.06518505282186143, 0.06170207974528953, 0.06416939979630847, 0.07609126596568466, 0.07190645356184237, 0.06550120728762096, 0.05833389693787746]","[0.06518505282186143, 0.0, 0.06592978009131195, 0.07148268791692132, 0.08433625487819943, 0.08581515179805457, 0.06918027996674377, 0.07136909467595842]","[0.06170207974528953, 0.06592978009131195, 0.0, 0.01956146946944497, 0.0645031532071959, 0.06915309025213309, 0.047444111524102946, 0.06453729567269487]","[0.06416939979630847, 0.07148268791692132, 0.01956146946944497, 0.0, 0.058287272652441144, 0.06611321466881122, 0.046890250014427315, 0.06673450249968238]","[0.07609126596568466, 0.08433625487819943, 0.0645031532071959, 0.058287272652441144, 0.0, 0.056680871224471206, 0.06862673264473293, 0.07873058507642917]","[0.07190645356184237, 0.08581515179805457, 0.06915309025213309, 0.06611321466881122, 0.056680871224471206, 0.0, 0.061393117363953184, 0.07094198708789304]","[0.06550120728762096, 0.06918027996674377, 0.047444111524102946, 0.046890250014427315, 0.06862673264473293, 0.061393117363953184, 0.0, 0.058921372298095145]","[0.05833389693787746, 0.07136909467595842, 0.06453729567269487, 0.06673450249968238, 0.07873058507642917, 0.07094198708789304, 0.058921372298095145, 0.0]"
"[0.0, 0.06041550114778226, 0.07009674101300517, 0.07090596219738976, 0.07683076853360533, 0.06137850953073029, 0.06294245084729494, 0.06377065720035822]","[0.06041550114778226, 0.0, 0.0586953799423872, 0.06753069750581286, 0.07322391714026605, 0.05552338440796403, 0.054321355647734715, 0.06544331803735065]","[0.07009674101300517, 0.0586953799423872, 0.0, 0.045163395028307685, 0.069803137827029, 0.06053723153167644, 0.055573069809408494, 0.06920532171682679]","[0.07090596219738976, 0.06753069750581286, 0.045163395028307685, 0.0, 0.054641312748079554, 0.051645397439159926, 0.04207668368016576, 0.06856028240681639]","[0.07683076853360533, 0.07322391714026605, 0.069803137827029, 0.054641312748079554, 0.0, 0.060004016152589344, 0.058435596773162575, 0.07528809691191364]","[0.06137850953073029, 0.05552338440796403, 0.06053723153167644, 0.051645397439159926, 0.060004016152589344, 0.0, 0.03431599589760058, 0.06686277351459635]","[0.06294245084729494, 0.054321355647734715, 0.055573069809408494, 0.04207668368016576, 0.058435596773162575, 0.03431599589760058, 0.0, 0.06388303140638214]","[0.06377065720035822, 0.06544331803735065, 0.06920532171682679, 0.06856028240681639, 0.07528809691191364, 0.06686277351459635, 0.06388303140638214, 0.0]"
"[0.0, 0.06546697255780119, 0.08933606505220452, 0.07518402625267188, 0.07480571291073523, 0.07906049217906021, 0.07894023902105388, 0.06116173403685276]","[0.06546697255780119, 0.0, 0.06775303150468195, 0.04301947665751105, 0.0428521462509674, 0.0626225012449311, 0.06077607524458385, 0.055905142600171424]","[0.08933606505220452, 0.06775303150468195, 0.0, 0.06456090028150256, 0.06843944088729743, 0.07735489346184085, 0.08107327639901096, 0.08252219240454434]","[0.07518402625267188, 0.04301947665751105, 0.06456090028150256, 0.0, 0.04574480499855574, 0.05829450777915518, 0.06374919629653769, 0.06501027945618817]","[0.07480571291073523, 0.0428521462509674, 0.06843944088729743, 0.04574480499855574, 0.0, 0.056559100373376255, 0.05921276059116099, 0.06412667461618755]","[0.07906049217906021, 0.0626225012449311, 0.07735489346184085, 0.05829450777915518, 0.056559100373376255, 0.0, 0.05097292420669589, 0.060744659336367524]","[0.07894023902105388, 0.06077607524458385, 0.08107327639901096, 0.06374919629653769, 0.05921276059116099, 0.05097292420669589, 0.0, 0.05309516592079662]","[0.06116173403685276, 0.055905142600171424, 0.08252219240454434, 0.06501027945618817, 0.06412667461618755, 0.060744659336367524, 0.05309516592079662, 0.0]"
"[0.0, 0.078247253350514, 0.08529026042169717, 0.08196375321052142, 0.08633643118004504, 0.08156679697224097, 0.0894826956160145, 0.07302700825941259]","[0.078247253350514, 0.0, 0.027929117671635247, 0.04672010939018014, 0.07562933935810993, 0.01632276134949703, 0.06628417106546661, 0.08123401799416875]","[0.08529026042169717, 0.027929117671635247, 0.0, 0.04168385404224781, 0.07682512411926598, 0.02918938044127626, 0.06265692022501691, 0.07912510174423157]","[0.08196375321052142, 0.04672010939018014, 0.04168385404224781, 0.0, 0.07233934669995581, 0.045426289079974966, 0.07018476995211474, 0.07751359183706939]","[0.08633643118004504, 0.07562933935810993, 0.07682512411926598, 0.07233934669995581, 0.0, 0.0683360984961242, 0.0857739339797626, 0.09435632464372223]","[0.08156679697224097, 0.01632276134949703, 0.02918938044127626, 0.045426289079974966, 0.0683360984961242, 0.0, 0.06129380337297001, 0.08186465393719401]","[0.0894826956160145, 0.06628417106546661, 0.06265692022501691, 0.07018476995211474, 0.0857739339797626, 0.06129380337297001, 0.0, 0.07266854176072715]","[0.07302700825941259, 0.08123401799416875, 0.07912510174423157, 0.07751359183706939, 0.09435632464372223, 0.08186465393719401, 0.07266854176072715, 0.0]"
"[0.0, 0.08098859045558103, 0.08970729061895359, 0.08970824390705481, 0.0810943689896935, 0.09402451967803205, 0.08732030110904601, 0.07352281409231123]","[0.08098859045558103, 0.0, 0.04998300489849009, 0.07987675982258322, 0.028043134720491476, 0.07427523600822596, 0.014224875288951397, 0.053712123166924794]","[0.08970729061895359, 0.04998300489849009, 0.0, 0.06784630938680189, 0.05098045518569342, 0.08342793442240631, 0.05486350547365275, 0.06163806695513456]","[0.08970824390705481, 0.07987675982258322, 0.06784630938680189, 0.0, 0.06568642283274834, 0.08746138663470238, 0.08286266240306807, 0.08069505711591884]","[0.0810943689896935, 0.028043134720491476, 0.05098045518569342, 0.06568642283274834, 0.0, 0.06158911030834197, 0.02795930721010717, 0.05527990273336946]","[0.09402451967803205, 0.07427523600822596, 0.08342793442240631, 0.08746138663470238, 0.06158911030834197, 0.0, 0.06766294622844707, 0.07739252159463883]","[0.08732030110904601, 0.014224875288951397, 0.05486350547365275, 0.08286266240306807, 0.02795930721010717, 0.06766294622844707, 0.0, 0.05266515548228329]","[0.07352281409231123, 0.053712123166924794, 0.06163806695513456, 0.08069505711591884, 0.05527990273336946, 0.07739252159463883, 0.05266515548228329, 0.0]"
